customer_id,customer_name,email,registration_date,customer_type
C0398,Kellie Duncan,davidtodd@example.org,2026-06-09,PREMIUM
C0399,Daniel Lee,hendersonvanessa@example.com,2024-03-12,VIP
C0400,Brittany Larson,renee11@example.com,2025-04-04,PREMIUM
C0401,Shannon Stone,buchanancindy@example.net,2025-12-07,REGULAR
C0402,Chase Knight,buckleyanna@example.org,2025-12-12,VIP
C0403,Sheryl Humphrey,patrick79@example.net,2025-01-03,REGULAR
C0404,Jamie Montgomery,vwilliams@example.net,2024-04-20,PREMIUM
C0405,Tammie Prince,morganlaura@example.com,2024-06-06,REGULAR
C0406,Michael Garcia PhD,kevinmanning@example.com,2024-05-25,VIP
C0407,Matthew Lopez,robinrussell@example.com,2025-11-13,REGULAR
C0408,Samantha Robertson,cameronmckinney@example.com,2023-12-30,VIP
C0409,Sherry Johnson,nancygonzalez@example.org,2024-05-03,PREMIUM
C0410,Thomas Bush,micheal78@example.com,2025-06-30,PREMIUM
C0411,Andre Watson,ethompson@example.net,2025-03-30,VIP
C0412,Ryan Green,mitchellpaul@example.org,2026-02-24,REGULAR
C0413,Cindy Walker,ericaadams@example.com,2025-02-16,PREMIUM
C0414,Tracy Fleming,pbuck@example.org,2025-05-23,VIP
C0415,David Trujillo,jennifer46@example.com,2026-02-22,REGULAR
C0416,Daniel Turner,asilva@example.net,2026-08-03,VIP
C0417,Sara Hoffman,kenneth17@example.org,2024-08-06,REGULAR
C0418,Frederick Hill,jacob83@example.org,2026-01-02,REGULAR
C0419,Lindsay Guerrero,jenniferrios@example.com,2024-05-14,REGULAR
C0420,James Johnson,matthewreeves@example.net,2025-03-11,VIP
C0421,Susan Powers,megan82@example.com,2023-11-18,VIP
C0422,David Stokes,staceylam@example.net,2023-11-09,PREMIUM
C0423,Patrick Parker,nathan94@example.com,2026-02-21,VIP
C0424,Sean Silva,kennedyjames@example.org,2026-03-11,PREMIUM
C0425,Edwin Brown,derrickgonzalez@example.com,2026-07-20,VIP
C0426,Victoria Thomas,kimberlyfreeman@example.net,2026-07-20,PREMIUM
C0427,Anthony Hayes,kathleenjackson@example.org,2025-01-21,REGULAR
C0428,Anita Mendez,epowell@example.com,2023-08-09,VIP
C0429,Monica Dodson,katherine83@example.org,2025-08-14,PREMIUM
C0430,Danielle Steele,larry16@example.net,2025-05-10,REGULAR
C0431,Rodney Evans,stephen89@example.net,2024-08-08,VIP
C0432,Whitney Cooper,mhoward@example.org,2026-06-08,REGULAR
C0433,Jennifer Perez,jasonjohnson@example.net,2024-02-05,VIP
C0434,Matthew Johnson,kelsey90@example.net,2026-07-29,VIP
C0435,Martha Smith,butleromar@example.net,2024-05-07,REGULAR
C0436,Christine Jennings,turnerdorothy@example.net,2025-02-24,VIP
C0437,Mercedes Barnes,huntchristine@example.com,2023-12-06,PREMIUM
C0438,Craig Gonzalez,marie35@example.net,2024-10-26,VIP
C0439,Joshua Lozano,arivera@example.org,2025-08-09,PREMIUM
C0440,Sara Caldwell,stacychan@example.org,2025-10-05,PREMIUM
C0441,David Hall,joseph01@example.org,2026-03-19,PREMIUM
C0442,Heather Rhodes,grodgers@example.org,2023-08-14,REGULAR
C0443,Matthew Murphy,rfriedman@example.net,2023-11-13,PREMIUM
C0444,Catherine Morales,ynelson@example.net,2026-02-21,PREMIUM
C0445,Mariah Robles,andersonjessica@example.org,2023-11-25,PREMIUM
C0446,Karen Carroll,ywhite@example.com,2025-06-04,VIP
C0447,Sheryl Acosta,timothyfreeman@example.com,2024-11-28,REGULAR
C0448,Matthew Smith,tiffanysantiago@example.com,2025-02-22,PREMIUM
C0449,Lisa Reynolds,timothyalvarado@example.net,2024-09-28,PREMIUM
C0450,Kristin Huerta,smithsarah@example.net,2026-02-19,REGULAR
C0451,Sheila Jones,vflores@example.com,2023-09-28,VIP
C0452,Mason Powell,christianwallace@example.net,2024-12-07,REGULAR
C0453,Jillian Wilson,bmcgee@example.org,2024-10-19,PREMIUM
C0454,Joshua Petersen,pamela83@example.net,2025-08-08,PREMIUM
C0455,Heidi Brown,meganrivera@example.net,2025-05-22,REGULAR
C0456,Heidi Chavez,malonejeffrey@example.com,2024-08-27,VIP
C0457,Rebecca Kelley,jacqueline02@example.com,2024-01-04,PREMIUM
C0458,Mikayla Rodriguez,jacobconrad@example.com,2024-03-27,VIP
C0459,Cheryl Morgan,owilliams@example.net,2025-05-10,REGULAR
C0460,Joanna Barrett,tamarasmith@example.net,2023-09-26,VIP
C0461,Sara Webb,heatherthompson@example.org,2023-11-25,VIP
C0462,Lisa Morris,mbarnes@example.net,2025-11-16,VIP
C0463,Victor Waller,iballardexample.com,2025-05-25,PREMIUM
C0464,Kayla Cameron,jennifer83@example.org,2024-03-20,REGULAR
C0465,Melissa Morse,tinasantos@example.org,2025-02-06,REGULAR
C0466,Erica Wilson,anna99@example.net,2025-09-20,REGULAR
C0467,Stephanie Ferguson,hstokes@example.org,2023-08-31,VIP
C0468,Michael Gonzalez,tonyavega@example.org,2026-02-08,VIP
C0469,Elizabeth Molina,howardshaun@example.net,2026-03-12,PREMIUM
C0470,Sharon Newton,yyoung@example.net,2024-06-14,REGULAR
C0471,Tammy Hughes,tammy00@example.net,2024-05-05,REGULAR
C0472,Priscilla Berg,rhondabush@example.net,2024-09-10,VIP
C0473,Nancy Gonzalez,kellythompson@example.net,2023-10-24,REGULAR
C0474,Nancy Wilson,pattersonangela@example.org,2024-01-27,PREMIUM
C0475,Abigail Owens,billmcfarland@example.net,2023-09-28,PREMIUM
C0476,Lisa Stanley,jtyler@example.com,2023-10-22,VIP
C0477,Kelly Krueger,hartmanerik@example.net,2025-03-14,REGULAR
C0478,Daniel Lewis,mark43@example.net,2025-03-07,PREMIUM
C0479,Samantha Zavala MD,sean99@example.org,2026-06-19,VIP
C0480,Erica Moon,cruzamber@example.com,2023-08-31,PREMIUM
C0481,Patricia Robertson,stucker@example.net,2024-03-01,PREMIUM
C0482,Tiffany Jackson,simsjason@example.net,2025-11-28,PREMIUM
C0483,Jessica Garcia,elucas@example.net,2025-08-24,VIP
C0484,Mitchell Johnson,brownlaura@example.net,2023-10-20,PREMIUM
C0485,Susan Russell,bmccoy@example.com,2023-08-22,VIP
C0486,Kimberly May,avilabrenda@example.net,2026-02-18,PREMIUM
C0487,Jonathan Roberts,catherine47@example.com,2024-10-10,PREMIUM
C0488,Kara Ferguson,julierobles@example.net,2024-06-22,VIP
C0489,Elizabeth Eaton,susan08@example.net,2024-01-05,PREMIUM
C0490,Kenneth Long,torreskaitlin@example.net,2024-08-14,VIP
C0491,Matthew Hunt,jackjensen@example.com,2024-03-03,VIP
C0492,Robert Phelps,enewman@example.com,2025-08-09,PREMIUM
C0493,Craig Carpenter,michael31@example.com,2025-06-12,REGULAR
C0494,Emily Hayes,heather29@example.net,2024-09-06,VIP
C0495,Jeffrey Smith,kristenjoseph@example.net,2024-11-23,REGULAR
C0496,Brandy Quinn,wford@example.com,2025-01-18,PREMIUM
C0497,Matthew Miller,michele28@example.org,2024-05-18,PREMIUM
C0498,Angela Jones,atkinsoncrystalexample.net,2025-04-29,REGULAR
C0499,Christy Johnson,amy87@example.net,2025-11-30,VIP
C0500,Daniel Barton,dennis88@example.org,2024-10-11,REGULAR
